Название,Артикул,Текущая_цена,История_цен
/ Леопардовое платье вечернее облегающее с драпировкой,327047620,1 713 ₽,"[{""dt"": 1739664000, ""price"": {""RUB"": 166067}}, {""dt"": 1740268800, ""price"": {""RUB"": 143882}}, {""dt"": 1740873600, ""price"": {""RUB"": 145246}}, {""dt"": 1741478400, ""price"": {""RUB"": 146800}}, {""dt"": 1742083200, ""price"": {""RUB"": 166086}}, {""dt"": 1742688000, ""price"": {""RUB"": 190333}}, {""dt"": 1743292800, ""price"": {""RUB"": 156500}}, {""dt"": 1743897600, ""price"": {""RUB"": 171017}}, {""dt"": 1744502400, ""price"": {""RUB"": 181175}}, {""dt"": 1745107200, ""price"": {""RUB"": 181400}}]"
/ лонгслив хлопок базовый оверсайз трикотажный с дырками,251735679,2 943 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 264539}}, {""dt"": 1739059200, ""price"": {""RUB"": 266879}}, {""dt"": 1739664000, ""price"": {""RUB"": 265978}}, {""dt"": 1740268800, ""price"": {""RUB"": 270546}}, {""dt"": 1740873600, ""price"": {""RUB"": 274598}}, {""dt"": 1741478400, ""price"": {""RUB"": 280618}}, {""dt"": 1742083200, ""price"": {""RUB"": 292453}}, {""dt"": 1742688000, ""price"": {""RUB"": 294700}}, {""dt"": 1743292800, ""price"": {""RUB"": 288231}}, {""dt"": 1743897600, ""price"": {""RUB"": 285030}}, {""dt"": 1744502400, ""price"": {""RUB"": 284903}}, {""dt"": 1745107200, ""price"": {""RUB"": 283645}}]"
/ Кофта нарядная больших размеров офисная,173279757,978 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 129573}}, {""dt"": 1739059200, ""price"": {""RUB"": 126513}}, {""dt"": 1739664000, ""price"": {""RUB"": 121339}}, {""dt"": 1740268800, ""price"": {""RUB"": 119013}}, {""dt"": 1740873600, ""price"": {""RUB"": 114131}}, {""dt"": 1741478400, ""price"": {""RUB"": 106927}}, {""dt"": 1742083200, ""price"": {""RUB"": 103468}}, {""dt"": 1742688000, ""price"": {""RUB"": 99023}}, {""dt"": 1743292800, ""price"": {""RUB"": 93941}}, {""dt"": 1743897600, ""price"": {""RUB"": 92127}}, {""dt"": 1744502400, ""price"": {""RUB"": 95291}}, {""dt"": 1745107200, ""price"": {""RUB"": 96186}}]"
/ Лонгслив оверсайз набор 2 шт,236531666,1 872 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 178420}}, {""dt"": 1739059200, ""price"": {""RUB"": 181976}}, {""dt"": 1739664000, ""price"": {""RUB"": 167820}}, {""dt"": 1740268800, ""price"": {""RUB"": 177485}}, {""dt"": 1740873600, ""price"": {""RUB"": 183819}}, {""dt"": 1741478400, ""price"": {""RUB"": 187500}}, {""dt"": 1742083200, ""price"": {""RUB"": 189136}}, {""dt"": 1742688000, ""price"": {""RUB"": 194208}}, {""dt"": 1743292800, ""price"": {""RUB"": 192800}}, {""dt"": 1743897600, ""price"": {""RUB"": 192198}}, {""dt"": 1744502400, ""price"": {""RUB"": 191972}}, {""dt"": 1745107200, ""price"": {""RUB"": 195599}}]"
/ Брюки,120002851,1 183 ₽,"[{""dt"": 1740268800, ""price"": {""RUB"": 123500}}]"
/ Платье летнее больших размеров,371036316,7 782 ₽,"[{""dt"": 1743292800, ""price"": {""RUB"": 823900}}, {""dt"": 1743897600, ""price"": {""RUB"": 821209}}, {""dt"": 1744502400, ""price"": {""RUB"": 817386}}, {""dt"": 1745107200, ""price"": {""RUB"": 809738}}]"
/ Костюм для мальчика спортивный с принтом маквин,325770832,784 ₽,"[{""dt"": 1740873600, ""price"": {""RUB"": 78373}}, {""dt"": 1741478400, ""price"": {""RUB"": 78656}}, {""dt"": 1742083200, ""price"": {""RUB"": 78806}}, {""dt"": 1742688000, ""price"": {""RUB"": 79114}}, {""dt"": 1743292800, ""price"": {""RUB"": 79700}}, {""dt"": 1743897600, ""price"": {""RUB"": 78421}}, {""dt"": 1744502400, ""price"": {""RUB"": 79349}}, {""dt"": 1745107200, ""price"": {""RUB"": 78252}}]"
/ Ветровка легкая летняя с капюшоном,342874118,3 679 ₽,"[{""dt"": 1742083200, ""price"": {""RUB"": 369700}}, {""dt"": 1742688000, ""price"": {""RUB"": 372825}}, {""dt"": 1743292800, ""price"": {""RUB"": 370714}}, {""dt"": 1743897600, ""price"": {""RUB"": 366771}}, {""dt"": 1744502400, ""price"": {""RUB"": 360879}}, {""dt"": 1745107200, ""price"": {""RUB"": 366180}}]"
/ Косуха куртка кожаная оверсайз,147293553,2 014 ₽,"[{""dt"": 1739664000, ""price"": {""RUB"": 355200}}, {""dt"": 1740873600, ""price"": {""RUB"": 339150}}, {""dt"": 1741478400, ""price"": {""RUB"": 356420}}, {""dt"": 1742083200, ""price"": {""RUB"": 342211}}, {""dt"": 1742688000, ""price"": {""RUB"": 351475}}, {""dt"": 1743292800, ""price"": {""RUB"": 333400}}, {""dt"": 1743897600, ""price"": {""RUB"": 327488}}, {""dt"": 1744502400, ""price"": {""RUB"": 319586}}, {""dt"": 1745107200, ""price"": {""RUB"": 232707}}]"
/ Лонгслив голубой нарядный с длинным рукавом с цветком,213036088,1 582 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 119029}}, {""dt"": 1739059200, ""price"": {""RUB"": 130552}}, {""dt"": 1739664000, ""price"": {""RUB"": 129544}}, {""dt"": 1740268800, ""price"": {""RUB"": 119066}}, {""dt"": 1740873600, ""price"": {""RUB"": 110804}}, {""dt"": 1741478400, ""price"": {""RUB"": 122073}}, {""dt"": 1742083200, ""price"": {""RUB"": 134457}}, {""dt"": 1742688000, ""price"": {""RUB"": 139064}}, {""dt"": 1743292800, ""price"": {""RUB"": 139161}}, {""dt"": 1743897600, ""price"": {""RUB"": 139687}}, {""dt"": 1744502400, ""price"": {""RUB"": 135018}}, {""dt"": 1745107200, ""price"": {""RUB"": 133859}}]"
/ Платье сарафан летнее длинное штапель,152615430,3 218 ₽,"[{""dt"": 1739664000, ""price"": {""RUB"": 279700}}, {""dt"": 1740268800, ""price"": {""RUB"": 283500}}, {""dt"": 1742688000, ""price"": {""RUB"": 253500}}, {""dt"": 1745107200, ""price"": {""RUB"": 263400}}]"
/ Джоггеры штаны зауженные на резинке свободные,144770848,2 976 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 289294}}, {""dt"": 1739059200, ""price"": {""RUB"": 298880}}, {""dt"": 1739664000, ""price"": {""RUB"": 298164}}, {""dt"": 1740268800, ""price"": {""RUB"": 304944}}, {""dt"": 1740873600, ""price"": {""RUB"": 284887}}, {""dt"": 1741478400, ""price"": {""RUB"": 302543}}, {""dt"": 1742083200, ""price"": {""RUB"": 305610}}, {""dt"": 1742688000, ""price"": {""RUB"": 303669}}, {""dt"": 1743292800, ""price"": {""RUB"": 291727}}, {""dt"": 1743897600, ""price"": {""RUB"": 310735}}, {""dt"": 1744502400, ""price"": {""RUB"": 309500}}, {""dt"": 1745107200, ""price"": {""RUB"": 312908}}]"
/ Домашний костюм с бриджами больших размеров,197647387,924 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 93697}}, {""dt"": 1739059200, ""price"": {""RUB"": 93788}}, {""dt"": 1739664000, ""price"": {""RUB"": 96667}}, {""dt"": 1740268800, ""price"": {""RUB"": 91279}}, {""dt"": 1740873600, ""price"": {""RUB"": 89894}}, {""dt"": 1741478400, ""price"": {""RUB"": 90031}}, {""dt"": 1742083200, ""price"": {""RUB"": 90365}}, {""dt"": 1742688000, ""price"": {""RUB"": 90575}}, {""dt"": 1743292800, ""price"": {""RUB"": 89716}}, {""dt"": 1743897600, ""price"": {""RUB"": 88835}}, {""dt"": 1744502400, ""price"": {""RUB"": 87539}}, {""dt"": 1745107200, ""price"": {""RUB"": 87444}}]"
/ Ветровка с капюшоном,229230162,3 944 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 370320}}, {""dt"": 1739059200, ""price"": {""RUB"": 369966}}, {""dt"": 1739664000, ""price"": {""RUB"": 372388}}, {""dt"": 1740268800, ""price"": {""RUB"": 371875}}, {""dt"": 1740873600, ""price"": {""RUB"": 377537}}, {""dt"": 1741478400, ""price"": {""RUB"": 379884}}, {""dt"": 1742083200, ""price"": {""RUB"": 381120}}, {""dt"": 1742688000, ""price"": {""RUB"": 386096}}, {""dt"": 1743292800, ""price"": {""RUB"": 389420}}, {""dt"": 1743897600, ""price"": {""RUB"": 386895}}, {""dt"": 1744502400, ""price"": {""RUB"": 386929}}, {""dt"": 1745107200, ""price"": {""RUB"": 388441}}]"
/ Брюки со стрелками широкие бананы оверсайз,188283529,3 850 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 299732}}, {""dt"": 1739059200, ""price"": {""RUB"": 307510}}, {""dt"": 1739664000, ""price"": {""RUB"": 320204}}, {""dt"": 1740268800, ""price"": {""RUB"": 348338}}, {""dt"": 1740873600, ""price"": {""RUB"": 358334}}, {""dt"": 1741478400, ""price"": {""RUB"": 360541}}, {""dt"": 1742083200, ""price"": {""RUB"": 369626}}, {""dt"": 1742688000, ""price"": {""RUB"": 373353}}, {""dt"": 1743292800, ""price"": {""RUB"": 368465}}, {""dt"": 1743897600, ""price"": {""RUB"": 370402}}, {""dt"": 1744502400, ""price"": {""RUB"": 360161}}, {""dt"": 1745107200, ""price"": {""RUB"": 366927}}]"
/ Ветровка летняя больших размеров с капюшоном,154421231,2 914 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 223843}}, {""dt"": 1739059200, ""price"": {""RUB"": 225450}}, {""dt"": 1739664000, ""price"": {""RUB"": 244908}}, {""dt"": 1740873600, ""price"": {""RUB"": 247200}}, {""dt"": 1741478400, ""price"": {""RUB"": 285500}}, {""dt"": 1742083200, ""price"": {""RUB"": 316108}}, {""dt"": 1742688000, ""price"": {""RUB"": 332618}}, {""dt"": 1743292800, ""price"": {""RUB"": 316281}}, {""dt"": 1743897600, ""price"": {""RUB"": 298960}}, {""dt"": 1744502400, ""price"": {""RUB"": 292364}}, {""dt"": 1745107200, ""price"": {""RUB"": 313550}}]"
/ Футболка облегающая с вырезом,221394976,669 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 82037}}, {""dt"": 1739059200, ""price"": {""RUB"": 81312}}, {""dt"": 1739664000, ""price"": {""RUB"": 79207}}, {""dt"": 1740268800, ""price"": {""RUB"": 80737}}, {""dt"": 1740873600, ""price"": {""RUB"": 80751}}, {""dt"": 1741478400, ""price"": {""RUB"": 81636}}, {""dt"": 1742083200, ""price"": {""RUB"": 84871}}, {""dt"": 1742688000, ""price"": {""RUB"": 85411}}, {""dt"": 1743292800, ""price"": {""RUB"": 95251}}, {""dt"": 1743897600, ""price"": {""RUB"": 102550}}, {""dt"": 1744502400, ""price"": {""RUB"": 106025}}, {""dt"": 1745107200, ""price"": {""RUB"": 103095}}]"
/ Костюм летний рубашка с шортами,156517006,1 839 ₽,"[{""dt"": 1740873600, ""price"": {""RUB"": 202500}}, {""dt"": 1741478400, ""price"": {""RUB"": 177179}}, {""dt"": 1742083200, ""price"": {""RUB"": 187333}}, {""dt"": 1742688000, ""price"": {""RUB"": 191300}}, {""dt"": 1743292800, ""price"": {""RUB"": 188425}}, {""dt"": 1743897600, ""price"": {""RUB"": 175200}}, {""dt"": 1744502400, ""price"": {""RUB"": 165800}}, {""dt"": 1745107200, ""price"": {""RUB"": 166500}}]"
/ Очки солнцезащитные модные тренд 2025,163496570,911 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 56458}}, {""dt"": 1739059200, ""price"": {""RUB"": 75875}}, {""dt"": 1739664000, ""price"": {""RUB"": 80240}}, {""dt"": 1740268800, ""price"": {""RUB"": 103559}}, {""dt"": 1740873600, ""price"": {""RUB"": 112567}}, {""dt"": 1741478400, ""price"": {""RUB"": 101360}}, {""dt"": 1742083200, ""price"": {""RUB"": 97837}}, {""dt"": 1742688000, ""price"": {""RUB"": 96568}}, {""dt"": 1743292800, ""price"": {""RUB"": 96052}}, {""dt"": 1743897600, ""price"": {""RUB"": 95014}}, {""dt"": 1744502400, ""price"": {""RUB"": 96382}}, {""dt"": 1745107200, ""price"": {""RUB"": 96558}}]"
/ Брюки шелковые палаццо на резинке,160873600,1 629 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 123500}}, {""dt"": 1739059200, ""price"": {""RUB"": 128763}}, {""dt"": 1739664000, ""price"": {""RUB"": 130231}}, {""dt"": 1740268800, ""price"": {""RUB"": 126108}}, {""dt"": 1740873600, ""price"": {""RUB"": 120723}}, {""dt"": 1741478400, ""price"": {""RUB"": 128169}}, {""dt"": 1742083200, ""price"": {""RUB"": 129951}}, {""dt"": 1742688000, ""price"": {""RUB"": 131571}}, {""dt"": 1743292800, ""price"": {""RUB"": 121092}}, {""dt"": 1743897600, ""price"": {""RUB"": 130374}}, {""dt"": 1744502400, ""price"": {""RUB"": 159946}}, {""dt"": 1745107200, ""price"": {""RUB"": 152305}}]"
/ В рубчик кроп топ с вырезом,155336133,780 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 83433}}, {""dt"": 1739059200, ""price"": {""RUB"": 82550}}, {""dt"": 1739664000, ""price"": {""RUB"": 79722}}, {""dt"": 1740268800, ""price"": {""RUB"": 79180}}, {""dt"": 1740873600, ""price"": {""RUB"": 78514}}, {""dt"": 1741478400, ""price"": {""RUB"": 74578}}, {""dt"": 1742083200, ""price"": {""RUB"": 74528}}, {""dt"": 1742688000, ""price"": {""RUB"": 74363}}, {""dt"": 1743292800, ""price"": {""RUB"": 74165}}, {""dt"": 1743897600, ""price"": {""RUB"": 74200}}, {""dt"": 1744502400, ""price"": {""RUB"": 74171}}, {""dt"": 1745107200, ""price"": {""RUB"": 75128}}]"
/ Кеды женские белые летние дышащие,166573253,1 225 ₽,"[{""dt"": 1737244800, ""price"": {""RUB"": 110947}}, {""dt"": 1738454400, ""price"": {""RUB"": 104100}}, {""dt"": 1739059200, ""price"": {""RUB"": 93300}}, {""dt"": 1739664000, ""price"": {""RUB"": 112300}}, {""dt"": 1743292800, ""price"": {""RUB"": 114950}}]"
/ Кюлоты домашние с принтом зебра,110119235,1 532 ₽,"[{""dt"": 1742688000, ""price"": {""RUB"": 136800}}, {""dt"": 1743292800, ""price"": {""RUB"": 134700}}]"
/ Костюм летний рубашка с шортами спортивный,154478273,1 839 ₽,"[{""dt"": 1739664000, ""price"": {""RUB"": 174000}}, {""dt"": 1740268800, ""price"": {""RUB"": 178600}}, {""dt"": 1743897600, ""price"": {""RUB"": 182400}}]"
/ Брюки палаццо широкие летние,164247058,1 310 ₽,"[{""dt"": 1739059200, ""price"": {""RUB"": 122033}}, {""dt"": 1740873600, ""price"": {""RUB"": 81833}}, {""dt"": 1741478400, ""price"": {""RUB"": 97650}}, {""dt"": 1742083200, ""price"": {""RUB"": 106600}}, {""dt"": 1742688000, ""price"": {""RUB"": 109400}}, {""dt"": 1743292800, ""price"": {""RUB"": 122283}}, {""dt"": 1743897600, ""price"": {""RUB"": 127614}}, {""dt"": 1744502400, ""price"": {""RUB"": 130117}}, {""dt"": 1745107200, ""price"": {""RUB"": 127367}}]"
/ Сарафан,146085892,1 715 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 98431}}, {""dt"": 1739059200, ""price"": {""RUB"": 97600}}, {""dt"": 1739664000, ""price"": {""RUB"": 94502}}, {""dt"": 1740268800, ""price"": {""RUB"": 93909}}, {""dt"": 1740873600, ""price"": {""RUB"": 95783}}, {""dt"": 1741478400, ""price"": {""RUB"": 94620}}, {""dt"": 1742083200, ""price"": {""RUB"": 96943}}, {""dt"": 1742688000, ""price"": {""RUB"": 110067}}, {""dt"": 1743292800, ""price"": {""RUB"": 131400}}, {""dt"": 1744502400, ""price"": {""RUB"": 126200}}, {""dt"": 1745107200, ""price"": {""RUB"": 134696}}]"
/ Повседневные свободные шорты,155616332,715 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 58250}}, {""dt"": 1739059200, ""price"": {""RUB"": 57249}}, {""dt"": 1739664000, ""price"": {""RUB"": 53213}}, {""dt"": 1740268800, ""price"": {""RUB"": 56815}}, {""dt"": 1740873600, ""price"": {""RUB"": 56543}}, {""dt"": 1741478400, ""price"": {""RUB"": 50700}}, {""dt"": 1742083200, ""price"": {""RUB"": 50999}}, {""dt"": 1742688000, ""price"": {""RUB"": 71600}}, {""dt"": 1743292800, ""price"": {""RUB"": 73580}}, {""dt"": 1743897600, ""price"": {""RUB"": 72350}}, {""dt"": 1744502400, ""price"": {""RUB"": 70912}}, {""dt"": 1745107200, ""price"": {""RUB"": 59175}}]"
/ Шорты летние трикотажные,151532534,1 285 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 120106}}, {""dt"": 1739059200, ""price"": {""RUB"": 123406}}, {""dt"": 1739664000, ""price"": {""RUB"": 117618}}, {""dt"": 1740268800, ""price"": {""RUB"": 118745}}, {""dt"": 1740873600, ""price"": {""RUB"": 125529}}, {""dt"": 1741478400, ""price"": {""RUB"": 126520}}, {""dt"": 1742083200, ""price"": {""RUB"": 128848}}, {""dt"": 1742688000, ""price"": {""RUB"": 131311}}, {""dt"": 1743292800, ""price"": {""RUB"": 132530}}, {""dt"": 1743897600, ""price"": {""RUB"": 126600}}, {""dt"": 1744502400, ""price"": {""RUB"": 126235}}, {""dt"": 1745107200, ""price"": {""RUB"": 127238}}]"
/ Футболка удлиненная оверсайз с принтом для дома и пляжа,157374703,1 810 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 168913}}, {""dt"": 1739059200, ""price"": {""RUB"": 169677}}, {""dt"": 1739664000, ""price"": {""RUB"": 166067}}, {""dt"": 1740268800, ""price"": {""RUB"": 166255}}, {""dt"": 1740873600, ""price"": {""RUB"": 170868}}, {""dt"": 1741478400, ""price"": {""RUB"": 190897}}, {""dt"": 1742083200, ""price"": {""RUB"": 221880}}, {""dt"": 1742688000, ""price"": {""RUB"": 184560}}, {""dt"": 1743292800, ""price"": {""RUB"": 170829}}, {""dt"": 1743897600, ""price"": {""RUB"": 179686}}, {""dt"": 1744502400, ""price"": {""RUB"": 211893}}, {""dt"": 1745107200, ""price"": {""RUB"": 197431}}]"
/ Программатор CH341A для FLASH и EEPROM,165419903,346 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 34443}}, {""dt"": 1739059200, ""price"": {""RUB"": 34394}}, {""dt"": 1739664000, ""price"": {""RUB"": 34664}}, {""dt"": 1740268800, ""price"": {""RUB"": 34146}}, {""dt"": 1740873600, ""price"": {""RUB"": 35543}}, {""dt"": 1741478400, ""price"": {""RUB"": 34950}}, {""dt"": 1742083200, ""price"": {""RUB"": 35181}}, {""dt"": 1742688000, ""price"": {""RUB"": 34484}}, {""dt"": 1743292800, ""price"": {""RUB"": 35092}}, {""dt"": 1743897600, ""price"": {""RUB"": 35070}}, {""dt"": 1744502400, ""price"": {""RUB"": 32427}}, {""dt"": 1745107200, ""price"": {""RUB"": 35107}}]"
/ Брюки муслиновые,176958264,2 867 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 268966}}, {""dt"": 1739059200, ""price"": {""RUB"": 254411}}, {""dt"": 1739664000, ""price"": {""RUB"": 267330}}, {""dt"": 1740268800, ""price"": {""RUB"": 271311}}, {""dt"": 1740873600, ""price"": {""RUB"": 265938}}, {""dt"": 1741478400, ""price"": {""RUB"": 249237}}, {""dt"": 1742083200, ""price"": {""RUB"": 260300}}, {""dt"": 1742688000, ""price"": {""RUB"": 284276}}, {""dt"": 1743292800, ""price"": {""RUB"": 285158}}, {""dt"": 1743897600, ""price"": {""RUB"": 276811}}, {""dt"": 1744502400, ""price"": {""RUB"": 282391}}, {""dt"": 1745107200, ""price"": {""RUB"": 281878}}]"
/ Рубашка укороченная приталенная,254802324,1 134 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 106048}}, {""dt"": 1739059200, ""price"": {""RUB"": 104741}}, {""dt"": 1739664000, ""price"": {""RUB"": 103767}}, {""dt"": 1740268800, ""price"": {""RUB"": 103825}}, {""dt"": 1740873600, ""price"": {""RUB"": 101601}}, {""dt"": 1741478400, ""price"": {""RUB"": 102931}}, {""dt"": 1742083200, ""price"": {""RUB"": 112470}}, {""dt"": 1742688000, ""price"": {""RUB"": 120316}}, {""dt"": 1743292800, ""price"": {""RUB"": 120690}}, {""dt"": 1743897600, ""price"": {""RUB"": 116952}}, {""dt"": 1744502400, ""price"": {""RUB"": 114613}}, {""dt"": 1745107200, ""price"": {""RUB"": 114275}}]"
/ Платье летнее праздничное мини,179015847,3 261 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 292500}}, {""dt"": 1742083200, ""price"": {""RUB"": 219750}}, {""dt"": 1742688000, ""price"": {""RUB"": 218625}}, {""dt"": 1743292800, ""price"": {""RUB"": 216400}}, {""dt"": 1744502400, ""price"": {""RUB"": 212200}}, {""dt"": 1745107200, ""price"": {""RUB"": 198200}}]"
/ Сарафан на лето длинный в пол,365046015,2 745 ₽,"[{""dt"": 1744502400, ""price"": {""RUB"": 284333}}, {""dt"": 1745107200, ""price"": {""RUB"": 288200}}]"
/ Детский летний костюм с шортами и футболкой оверсайз,174015352,1 465 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 144357}}, {""dt"": 1739059200, ""price"": {""RUB"": 153988}}, {""dt"": 1739664000, ""price"": {""RUB"": 144976}}, {""dt"": 1740268800, ""price"": {""RUB"": 204733}}, {""dt"": 1740873600, ""price"": {""RUB"": 214750}}, {""dt"": 1741478400, ""price"": {""RUB"": 200000}}, {""dt"": 1742083200, ""price"": {""RUB"": 168092}}, {""dt"": 1742688000, ""price"": {""RUB"": 203667}}, {""dt"": 1743292800, ""price"": {""RUB"": 172344}}, {""dt"": 1743897600, ""price"": {""RUB"": 201075}}, {""dt"": 1744502400, ""price"": {""RUB"": 220660}}, {""dt"": 1745107200, ""price"": {""RUB"": 206450}}]"
/ Брюки,153989158,1 183 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 126900}}, {""dt"": 1741478400, ""price"": {""RUB"": 112300}}, {""dt"": 1743292800, ""price"": {""RUB"": 114700}}, {""dt"": 1744502400, ""price"": {""RUB"": 108700}}, {""dt"": 1745107200, ""price"": {""RUB"": 118300}}]"
