Название,Артикул,Текущая_цена,История_цен
/ Легкие спортивные штаны джоггеры оверсайз,216410697,2 569 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 243372}}, {""dt"": 1739059200, ""price"": {""RUB"": 244467}}, {""dt"": 1739664000, ""price"": {""RUB"": 240778}}, {""dt"": 1740268800, ""price"": {""RUB"": 241920}}, {""dt"": 1740873600, ""price"": {""RUB"": 244040}}, {""dt"": 1741478400, ""price"": {""RUB"": 243953}}, {""dt"": 1742083200, ""price"": {""RUB"": 248926}}, {""dt"": 1742688000, ""price"": {""RUB"": 254395}}, {""dt"": 1743292800, ""price"": {""RUB"": 257865}}, {""dt"": 1743897600, ""price"": {""RUB"": 254838}}, {""dt"": 1744502400, ""price"": {""RUB"": 255411}}, {""dt"": 1745107200, ""price"": {""RUB"": 255956}}]"
/ Блузка нарядная офисная больших размеров,265900581,1 664 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 169070}}, {""dt"": 1739059200, ""price"": {""RUB"": 165993}}, {""dt"": 1739664000, ""price"": {""RUB"": 163501}}, {""dt"": 1740268800, ""price"": {""RUB"": 162220}}, {""dt"": 1740873600, ""price"": {""RUB"": 164707}}, {""dt"": 1741478400, ""price"": {""RUB"": 164806}}, {""dt"": 1742083200, ""price"": {""RUB"": 166672}}, {""dt"": 1742688000, ""price"": {""RUB"": 166819}}, {""dt"": 1743292800, ""price"": {""RUB"": 165143}}, {""dt"": 1743897600, ""price"": {""RUB"": 166276}}, {""dt"": 1744502400, ""price"": {""RUB"": 165034}}, {""dt"": 1745107200, ""price"": {""RUB"": 164842}}]"
/ Платье в полоску пляжное домашнее,170119507,1 919 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 145233}}, {""dt"": 1739059200, ""price"": {""RUB"": 149083}}, {""dt"": 1739664000, ""price"": {""RUB"": 148988}}, {""dt"": 1740268800, ""price"": {""RUB"": 152800}}, {""dt"": 1740873600, ""price"": {""RUB"": 163583}}, {""dt"": 1741478400, ""price"": {""RUB"": 164550}}, {""dt"": 1742083200, ""price"": {""RUB"": 163421}}, {""dt"": 1742688000, ""price"": {""RUB"": 162475}}, {""dt"": 1743292800, ""price"": {""RUB"": 162417}}, {""dt"": 1743897600, ""price"": {""RUB"": 165118}}, {""dt"": 1744502400, ""price"": {""RUB"": 162675}}, {""dt"": 1745107200, ""price"": {""RUB"": 169094}}]"
/ Блузка хлопковая с коротким рукавом,214220264,988 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 94700}}, {""dt"": 1739059200, ""price"": {""RUB"": 102400}}, {""dt"": 1739664000, ""price"": {""RUB"": 102667}}, {""dt"": 1740268800, ""price"": {""RUB"": 99833}}, {""dt"": 1740873600, ""price"": {""RUB"": 104600}}, {""dt"": 1742083200, ""price"": {""RUB"": 100383}}, {""dt"": 1742688000, ""price"": {""RUB"": 101500}}, {""dt"": 1743897600, ""price"": {""RUB"": 98600}}, {""dt"": 1744502400, ""price"": {""RUB"": 103200}}, {""dt"": 1745107200, ""price"": {""RUB"": 99700}}]"
/ Платье летнее с открытыми плечами большие размеры,320755015,5 515 ₽,"[{""dt"": 1740873600, ""price"": {""RUB"": 592300}}, {""dt"": 1741478400, ""price"": {""RUB"": 545957}}, {""dt"": 1742083200, ""price"": {""RUB"": 553900}}, {""dt"": 1742688000, ""price"": {""RUB"": 550800}}, {""dt"": 1743292800, ""price"": {""RUB"": 555200}}, {""dt"": 1743897600, ""price"": {""RUB"": 549440}}, {""dt"": 1744502400, ""price"": {""RUB"": 552767}}, {""dt"": 1745107200, ""price"": {""RUB"": 529320}}]"
/ Лонгслив женский оверсайз фиолетовый,218062579,755 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 85985}}, {""dt"": 1739059200, ""price"": {""RUB"": 86934}}, {""dt"": 1739664000, ""price"": {""RUB"": 83773}}, {""dt"": 1740268800, ""price"": {""RUB"": 79971}}, {""dt"": 1740873600, ""price"": {""RUB"": 72877}}, {""dt"": 1741478400, ""price"": {""RUB"": 72035}}, {""dt"": 1742083200, ""price"": {""RUB"": 70801}}, {""dt"": 1742688000, ""price"": {""RUB"": 76311}}, {""dt"": 1743292800, ""price"": {""RUB"": 88179}}, {""dt"": 1743897600, ""price"": {""RUB"": 88565}}, {""dt"": 1744502400, ""price"": {""RUB"": 86717}}, {""dt"": 1745107200, ""price"": {""RUB"": 85210}}]"
/ Велосипедки,159519044,360 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 30675}}, {""dt"": 1739059200, ""price"": {""RUB"": 36600}}, {""dt"": 1739664000, ""price"": {""RUB"": 34433}}, {""dt"": 1740268800, ""price"": {""RUB"": 37375}}, {""dt"": 1740873600, ""price"": {""RUB"": 38600}}, {""dt"": 1741478400, ""price"": {""RUB"": 35525}}, {""dt"": 1742083200, ""price"": {""RUB"": 37500}}, {""dt"": 1742688000, ""price"": {""RUB"": 38933}}, {""dt"": 1743292800, ""price"": {""RUB"": 38160}}, {""dt"": 1743897600, ""price"": {""RUB"": 37760}}, {""dt"": 1744502400, ""price"": {""RUB"": 37779}}, {""dt"": 1745107200, ""price"": {""RUB"": 36767}}]"
/ Жакет на молнии оверсайз,251189197,2 652 ₽,"[{""dt"": 1743897600, ""price"": {""RUB"": 265200}}]"
/ Джинсовые джоггеры на резинке,166810473,1 893 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 219572}}, {""dt"": 1739059200, ""price"": {""RUB"": 217808}}, {""dt"": 1739664000, ""price"": {""RUB"": 224131}}, {""dt"": 1740268800, ""price"": {""RUB"": 225610}}, {""dt"": 1740873600, ""price"": {""RUB"": 229508}}, {""dt"": 1741478400, ""price"": {""RUB"": 232475}}, {""dt"": 1742083200, ""price"": {""RUB"": 214677}}, {""dt"": 1742688000, ""price"": {""RUB"": 217367}}, {""dt"": 1743292800, ""price"": {""RUB"": 220312}}, {""dt"": 1743897600, ""price"": {""RUB"": 218310}}, {""dt"": 1744502400, ""price"": {""RUB"": 215614}}, {""dt"": 1745107200, ""price"": {""RUB"": 216515}}]"
/ Платье сарафан летнее,168928284,2 759 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 205561}}, {""dt"": 1739059200, ""price"": {""RUB"": 206855}}, {""dt"": 1739664000, ""price"": {""RUB"": 211873}}, {""dt"": 1740268800, ""price"": {""RUB"": 211145}}, {""dt"": 1740873600, ""price"": {""RUB"": 234444}}, {""dt"": 1741478400, ""price"": {""RUB"": 270059}}, {""dt"": 1742083200, ""price"": {""RUB"": 242817}}, {""dt"": 1742688000, ""price"": {""RUB"": 228549}}, {""dt"": 1743292800, ""price"": {""RUB"": 250003}}, {""dt"": 1743897600, ""price"": {""RUB"": 276207}}, {""dt"": 1744502400, ""price"": {""RUB"": 279865}}, {""dt"": 1745107200, ""price"": {""RUB"": 276467}}]"
/ Юбка вязаная длинная изо льна на лето,368372715,2 891 ₽,"[{""dt"": 1744502400, ""price"": {""RUB"": 321500}}, {""dt"": 1745107200, ""price"": {""RUB"": 306900}}]"
/ Велосипедки спортивные утягивающие черные,145708640,395 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 38598}}, {""dt"": 1739059200, ""price"": {""RUB"": 38943}}, {""dt"": 1739664000, ""price"": {""RUB"": 38001}}, {""dt"": 1740268800, ""price"": {""RUB"": 39264}}, {""dt"": 1740873600, ""price"": {""RUB"": 39812}}, {""dt"": 1741478400, ""price"": {""RUB"": 39936}}, {""dt"": 1742083200, ""price"": {""RUB"": 40534}}, {""dt"": 1742688000, ""price"": {""RUB"": 40898}}, {""dt"": 1743292800, ""price"": {""RUB"": 40039}}, {""dt"": 1743897600, ""price"": {""RUB"": 39584}}, {""dt"": 1744502400, ""price"": {""RUB"": 39784}}, {""dt"": 1745107200, ""price"": {""RUB"": 40033}}]"
/ Платье летнее длинное в горошек,214954802,2 126 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 248800}}, {""dt"": 1739059200, ""price"": {""RUB"": 253000}}, {""dt"": 1739664000, ""price"": {""RUB"": 234600}}, {""dt"": 1740268800, ""price"": {""RUB"": 228350}}, {""dt"": 1740873600, ""price"": {""RUB"": 229800}}, {""dt"": 1741478400, ""price"": {""RUB"": 233800}}, {""dt"": 1742083200, ""price"": {""RUB"": 261100}}, {""dt"": 1742688000, ""price"": {""RUB"": 224350}}, {""dt"": 1743292800, ""price"": {""RUB"": 211533}}, {""dt"": 1743897600, ""price"": {""RUB"": 237100}}, {""dt"": 1745107200, ""price"": {""RUB"": 236850}}]"
/ Сарафан летний длинный,158359460,2 042 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 159655}}, {""dt"": 1739059200, ""price"": {""RUB"": 162779}}, {""dt"": 1739664000, ""price"": {""RUB"": 162694}}, {""dt"": 1740268800, ""price"": {""RUB"": 169058}}, {""dt"": 1740873600, ""price"": {""RUB"": 178522}}, {""dt"": 1741478400, ""price"": {""RUB"": 184316}}, {""dt"": 1742083200, ""price"": {""RUB"": 188272}}, {""dt"": 1742688000, ""price"": {""RUB"": 188976}}, {""dt"": 1743292800, ""price"": {""RUB"": 190249}}, {""dt"": 1743897600, ""price"": {""RUB"": 190682}}, {""dt"": 1744502400, ""price"": {""RUB"": 191858}}, {""dt"": 1745107200, ""price"": {""RUB"": 195293}}]"
/ Костюм подростковый летний футболка и шорты,210780099,1 641 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 239900}}, {""dt"": 1739664000, ""price"": {""RUB"": 233150}}, {""dt"": 1740268800, ""price"": {""RUB"": 208250}}, {""dt"": 1740873600, ""price"": {""RUB"": 199160}}, {""dt"": 1741478400, ""price"": {""RUB"": 206175}}, {""dt"": 1742083200, ""price"": {""RUB"": 204533}}, {""dt"": 1742688000, ""price"": {""RUB"": 207363}}, {""dt"": 1743292800, ""price"": {""RUB"": 199340}}, {""dt"": 1743897600, ""price"": {""RUB"": 200750}}, {""dt"": 1744502400, ""price"": {""RUB"": 175402}}, {""dt"": 1745107200, ""price"": {""RUB"": 166140}}]"
/ Брюки джоггеры детские для мальчика и для девочки,153778355,539 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 51267}}, {""dt"": 1739059200, ""price"": {""RUB"": 46895}}, {""dt"": 1739664000, ""price"": {""RUB"": 45610}}, {""dt"": 1740268800, ""price"": {""RUB"": 44601}}, {""dt"": 1740873600, ""price"": {""RUB"": 48858}}, {""dt"": 1741478400, ""price"": {""RUB"": 52404}}, {""dt"": 1742083200, ""price"": {""RUB"": 49777}}, {""dt"": 1742688000, ""price"": {""RUB"": 50148}}, {""dt"": 1743292800, ""price"": {""RUB"": 51032}}, {""dt"": 1743897600, ""price"": {""RUB"": 52696}}, {""dt"": 1744502400, ""price"": {""RUB"": 54190}}, {""dt"": 1745107200, ""price"": {""RUB"": 54087}}]"
/ Костюм летний рубашка с шортами,156517006,1 815 ₽,"[{""dt"": 1740873600, ""price"": {""RUB"": 202500}}, {""dt"": 1741478400, ""price"": {""RUB"": 177179}}, {""dt"": 1742083200, ""price"": {""RUB"": 187333}}, {""dt"": 1742688000, ""price"": {""RUB"": 191300}}, {""dt"": 1743292800, ""price"": {""RUB"": 188425}}, {""dt"": 1743897600, ""price"": {""RUB"": 175200}}, {""dt"": 1744502400, ""price"": {""RUB"": 165800}}, {""dt"": 1745107200, ""price"": {""RUB"": 166500}}]"
/ Очки солнцезащитные модные тренд 2025,163496570,900 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 56458}}, {""dt"": 1739059200, ""price"": {""RUB"": 75875}}, {""dt"": 1739664000, ""price"": {""RUB"": 80240}}, {""dt"": 1740268800, ""price"": {""RUB"": 103559}}, {""dt"": 1740873600, ""price"": {""RUB"": 112567}}, {""dt"": 1741478400, ""price"": {""RUB"": 101360}}, {""dt"": 1742083200, ""price"": {""RUB"": 97837}}, {""dt"": 1742688000, ""price"": {""RUB"": 96568}}, {""dt"": 1743292800, ""price"": {""RUB"": 96052}}, {""dt"": 1743897600, ""price"": {""RUB"": 95014}}, {""dt"": 1744502400, ""price"": {""RUB"": 96382}}, {""dt"": 1745107200, ""price"": {""RUB"": 96558}}]"
/ Брюки шелковые палаццо на резинке,160873600,1 629 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 123500}}, {""dt"": 1739059200, ""price"": {""RUB"": 128763}}, {""dt"": 1739664000, ""price"": {""RUB"": 130231}}, {""dt"": 1740268800, ""price"": {""RUB"": 126108}}, {""dt"": 1740873600, ""price"": {""RUB"": 120723}}, {""dt"": 1741478400, ""price"": {""RUB"": 128169}}, {""dt"": 1742083200, ""price"": {""RUB"": 129951}}, {""dt"": 1742688000, ""price"": {""RUB"": 131571}}, {""dt"": 1743292800, ""price"": {""RUB"": 121092}}, {""dt"": 1743897600, ""price"": {""RUB"": 130374}}, {""dt"": 1744502400, ""price"": {""RUB"": 159946}}, {""dt"": 1745107200, ""price"": {""RUB"": 152305}}]"
/ В рубчик кроп топ с вырезом,155336133,771 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 83433}}, {""dt"": 1739059200, ""price"": {""RUB"": 82550}}, {""dt"": 1739664000, ""price"": {""RUB"": 79722}}, {""dt"": 1740268800, ""price"": {""RUB"": 79180}}, {""dt"": 1740873600, ""price"": {""RUB"": 78514}}, {""dt"": 1741478400, ""price"": {""RUB"": 74578}}, {""dt"": 1742083200, ""price"": {""RUB"": 74528}}, {""dt"": 1742688000, ""price"": {""RUB"": 74363}}, {""dt"": 1743292800, ""price"": {""RUB"": 74165}}, {""dt"": 1743897600, ""price"": {""RUB"": 74200}}, {""dt"": 1744502400, ""price"": {""RUB"": 74171}}, {""dt"": 1745107200, ""price"": {""RUB"": 75128}}]"
/ Кеды женские белые летние дышащие,166573253,1 209 ₽,"[{""dt"": 1737244800, ""price"": {""RUB"": 110947}}, {""dt"": 1738454400, ""price"": {""RUB"": 104100}}, {""dt"": 1739059200, ""price"": {""RUB"": 93300}}, {""dt"": 1739664000, ""price"": {""RUB"": 112300}}, {""dt"": 1743292800, ""price"": {""RUB"": 114950}}]"
/ Кюлоты домашние с принтом зебра,110119235,1 513 ₽,"[{""dt"": 1742688000, ""price"": {""RUB"": 136800}}, {""dt"": 1743292800, ""price"": {""RUB"": 134700}}]"
/ Костюм летний рубашка с шортами спортивный,154478273,1 815 ₽,"[{""dt"": 1739664000, ""price"": {""RUB"": 174000}}, {""dt"": 1740268800, ""price"": {""RUB"": 178600}}, {""dt"": 1743897600, ""price"": {""RUB"": 182400}}]"
/ Брюки палаццо широкие летние,164247058,1 293 ₽,"[{""dt"": 1739059200, ""price"": {""RUB"": 122033}}, {""dt"": 1740873600, ""price"": {""RUB"": 81833}}, {""dt"": 1741478400, ""price"": {""RUB"": 97650}}, {""dt"": 1742083200, ""price"": {""RUB"": 106600}}, {""dt"": 1742688000, ""price"": {""RUB"": 109400}}, {""dt"": 1743292800, ""price"": {""RUB"": 122283}}, {""dt"": 1743897600, ""price"": {""RUB"": 127614}}, {""dt"": 1744502400, ""price"": {""RUB"": 130117}}, {""dt"": 1745107200, ""price"": {""RUB"": 127367}}]"
/ Сарафан,146085892,1 694 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 98431}}, {""dt"": 1739059200, ""price"": {""RUB"": 97600}}, {""dt"": 1739664000, ""price"": {""RUB"": 94502}}, {""dt"": 1740268800, ""price"": {""RUB"": 93909}}, {""dt"": 1740873600, ""price"": {""RUB"": 95783}}, {""dt"": 1741478400, ""price"": {""RUB"": 94620}}, {""dt"": 1742083200, ""price"": {""RUB"": 96943}}, {""dt"": 1742688000, ""price"": {""RUB"": 110067}}, {""dt"": 1743292800, ""price"": {""RUB"": 131400}}, {""dt"": 1744502400, ""price"": {""RUB"": 126200}}, {""dt"": 1745107200, ""price"": {""RUB"": 134696}}]"
/ Повседневные свободные шорты,155616332,706 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 58250}}, {""dt"": 1739059200, ""price"": {""RUB"": 57249}}, {""dt"": 1739664000, ""price"": {""RUB"": 53213}}, {""dt"": 1740268800, ""price"": {""RUB"": 56815}}, {""dt"": 1740873600, ""price"": {""RUB"": 56543}}, {""dt"": 1741478400, ""price"": {""RUB"": 50700}}, {""dt"": 1742083200, ""price"": {""RUB"": 50999}}, {""dt"": 1742688000, ""price"": {""RUB"": 71600}}, {""dt"": 1743292800, ""price"": {""RUB"": 73580}}, {""dt"": 1743897600, ""price"": {""RUB"": 72350}}, {""dt"": 1744502400, ""price"": {""RUB"": 70912}}, {""dt"": 1745107200, ""price"": {""RUB"": 59175}}]"
/ Шорты летние трикотажные,151532534,1 268 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 120106}}, {""dt"": 1739059200, ""price"": {""RUB"": 123406}}, {""dt"": 1739664000, ""price"": {""RUB"": 117618}}, {""dt"": 1740268800, ""price"": {""RUB"": 118745}}, {""dt"": 1740873600, ""price"": {""RUB"": 125529}}, {""dt"": 1741478400, ""price"": {""RUB"": 126520}}, {""dt"": 1742083200, ""price"": {""RUB"": 128848}}, {""dt"": 1742688000, ""price"": {""RUB"": 131311}}, {""dt"": 1743292800, ""price"": {""RUB"": 132530}}, {""dt"": 1743897600, ""price"": {""RUB"": 126600}}, {""dt"": 1744502400, ""price"": {""RUB"": 126235}}, {""dt"": 1745107200, ""price"": {""RUB"": 127238}}]"
/ Футболка удлиненная оверсайз с принтом для дома и пляжа,157374703,1 787 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 168913}}, {""dt"": 1739059200, ""price"": {""RUB"": 169677}}, {""dt"": 1739664000, ""price"": {""RUB"": 166067}}, {""dt"": 1740268800, ""price"": {""RUB"": 166255}}, {""dt"": 1740873600, ""price"": {""RUB"": 170868}}, {""dt"": 1741478400, ""price"": {""RUB"": 190897}}, {""dt"": 1742083200, ""price"": {""RUB"": 221880}}, {""dt"": 1742688000, ""price"": {""RUB"": 184560}}, {""dt"": 1743292800, ""price"": {""RUB"": 170829}}, {""dt"": 1743897600, ""price"": {""RUB"": 179686}}, {""dt"": 1744502400, ""price"": {""RUB"": 211893}}, {""dt"": 1745107200, ""price"": {""RUB"": 197431}}]"
/ Программатор CH341A для FLASH и EEPROM,165419903,346 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 34443}}, {""dt"": 1739059200, ""price"": {""RUB"": 34394}}, {""dt"": 1739664000, ""price"": {""RUB"": 34664}}, {""dt"": 1740268800, ""price"": {""RUB"": 34146}}, {""dt"": 1740873600, ""price"": {""RUB"": 35543}}, {""dt"": 1741478400, ""price"": {""RUB"": 34950}}, {""dt"": 1742083200, ""price"": {""RUB"": 35181}}, {""dt"": 1742688000, ""price"": {""RUB"": 34484}}, {""dt"": 1743292800, ""price"": {""RUB"": 35092}}, {""dt"": 1743897600, ""price"": {""RUB"": 35070}}, {""dt"": 1744502400, ""price"": {""RUB"": 32427}}, {""dt"": 1745107200, ""price"": {""RUB"": 35107}}]"
/ Брюки классические бананы на молнии,221973031,3 110 ₽,"[{""dt"": 1743897600, ""price"": {""RUB"": 306519}}, {""dt"": 1744502400, ""price"": {""RUB"": 306780}}, {""dt"": 1745107200, ""price"": {""RUB"": 306014}}]"
/ Джемпер,174498172,1 966 ₽,"[{""dt"": 1739664000, ""price"": {""RUB"": 206900}}, {""dt"": 1740873600, ""price"": {""RUB"": 186600}}, {""dt"": 1741478400, ""price"": {""RUB"": 186600}}, {""dt"": 1742083200, ""price"": {""RUB"": 190700}}, {""dt"": 1742688000, ""price"": {""RUB"": 194600}}, {""dt"": 1744502400, ""price"": {""RUB"": 180800}}]"
/ Футболка больших размеров оверсайз удлиненная с принтом,198153286,1 678 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 117258}}, {""dt"": 1739059200, ""price"": {""RUB"": 113422}}, {""dt"": 1739664000, ""price"": {""RUB"": 110438}}, {""dt"": 1740268800, ""price"": {""RUB"": 109306}}, {""dt"": 1740873600, ""price"": {""RUB"": 104795}}, {""dt"": 1741478400, ""price"": {""RUB"": 102680}}, {""dt"": 1742083200, ""price"": {""RUB"": 105619}}, {""dt"": 1742688000, ""price"": {""RUB"": 117316}}, {""dt"": 1743292800, ""price"": {""RUB"": 131145}}, {""dt"": 1743897600, ""price"": {""RUB"": 140038}}, {""dt"": 1744502400, ""price"": {""RUB"": 147717}}, {""dt"": 1745107200, ""price"": {""RUB"": 158345}}]"
/ Блузка с длинным рукавом,102136159,1 376 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 164279}}, {""dt"": 1739059200, ""price"": {""RUB"": 140505}}, {""dt"": 1739664000, ""price"": {""RUB"": 137981}}, {""dt"": 1740268800, ""price"": {""RUB"": 131606}}, {""dt"": 1740873600, ""price"": {""RUB"": 136727}}, {""dt"": 1741478400, ""price"": {""RUB"": 142213}}, {""dt"": 1742083200, ""price"": {""RUB"": 148381}}, {""dt"": 1742688000, ""price"": {""RUB"": 154367}}, {""dt"": 1743292800, ""price"": {""RUB"": 166395}}, {""dt"": 1743897600, ""price"": {""RUB"": 168824}}, {""dt"": 1744502400, ""price"": {""RUB"": 161276}}, {""dt"": 1745107200, ""price"": {""RUB"": 155137}}]"
/ Домашний костюм брюки футболка,158041345,1 191 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 100469}}, {""dt"": 1739059200, ""price"": {""RUB"": 102601}}, {""dt"": 1739664000, ""price"": {""RUB"": 103652}}, {""dt"": 1740268800, ""price"": {""RUB"": 114273}}, {""dt"": 1740873600, ""price"": {""RUB"": 109343}}, {""dt"": 1741478400, ""price"": {""RUB"": 102318}}, {""dt"": 1742083200, ""price"": {""RUB"": 104228}}, {""dt"": 1742688000, ""price"": {""RUB"": 107700}}, {""dt"": 1743292800, ""price"": {""RUB"": 106292}}, {""dt"": 1743897600, ""price"": {""RUB"": 108579}}, {""dt"": 1744502400, ""price"": {""RUB"": 110298}}, {""dt"": 1745107200, ""price"": {""RUB"": 109572}}]"
/ Комбинезон летний,167203486,1 181 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 84560}}, {""dt"": 1739059200, ""price"": {""RUB"": 83218}}, {""dt"": 1739664000, ""price"": {""RUB"": 88745}}, {""dt"": 1740268800, ""price"": {""RUB"": 89185}}, {""dt"": 1740873600, ""price"": {""RUB"": 90033}}, {""dt"": 1741478400, ""price"": {""RUB"": 92329}}, {""dt"": 1742083200, ""price"": {""RUB"": 91440}}, {""dt"": 1742688000, ""price"": {""RUB"": 92007}}, {""dt"": 1743292800, ""price"": {""RUB"": 92061}}, {""dt"": 1743897600, ""price"": {""RUB"": 92033}}, {""dt"": 1744502400, ""price"": {""RUB"": 91889}}, {""dt"": 1745107200, ""price"": {""RUB"": 90250}}]"
/ Лосины в рубчик леггинсы утягивающие спортивные,146815295,1 066 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 131662}}, {""dt"": 1739059200, ""price"": {""RUB"": 127244}}, {""dt"": 1739664000, ""price"": {""RUB"": 128588}}, {""dt"": 1740268800, ""price"": {""RUB"": 130787}}, {""dt"": 1740873600, ""price"": {""RUB"": 131987}}, {""dt"": 1741478400, ""price"": {""RUB"": 121247}}, {""dt"": 1742083200, ""price"": {""RUB"": 120015}}, {""dt"": 1742688000, ""price"": {""RUB"": 119214}}, {""dt"": 1743292800, ""price"": {""RUB"": 117197}}, {""dt"": 1743897600, ""price"": {""RUB"": 116701}}, {""dt"": 1744502400, ""price"": {""RUB"": 116373}}, {""dt"": 1745107200, ""price"": {""RUB"": 117257}}]"
/ Шорты летние хлопок большие размеры,379112022,2 463 ₽,"[{""dt"": 1744502400, ""price"": {""RUB"": 268000}}, {""dt"": 1745107200, ""price"": {""RUB"": 251150}}]"
/ Топ набор,221887980,1 039 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 102797}}, {""dt"": 1739059200, ""price"": {""RUB"": 101319}}, {""dt"": 1739664000, ""price"": {""RUB"": 95358}}, {""dt"": 1740268800, ""price"": {""RUB"": 99496}}, {""dt"": 1740873600, ""price"": {""RUB"": 104614}}, {""dt"": 1741478400, ""price"": {""RUB"": 106429}}, {""dt"": 1742083200, ""price"": {""RUB"": 108264}}, {""dt"": 1742688000, ""price"": {""RUB"": 108900}}, {""dt"": 1743292800, ""price"": {""RUB"": 108459}}, {""dt"": 1743897600, ""price"": {""RUB"": 106668}}, {""dt"": 1744502400, ""price"": {""RUB"": 104532}}, {""dt"": 1745107200, ""price"": {""RUB"": 104507}}]"
"/ Костюм камуфляжный летний ""Следопыт""",175141680,3 875 ₽,"[{""dt"": 1739059200, ""price"": {""RUB"": 328100}}, {""dt"": 1739664000, ""price"": {""RUB"": 361767}}, {""dt"": 1740268800, ""price"": {""RUB"": 355050}}, {""dt"": 1741478400, ""price"": {""RUB"": 399500}}, {""dt"": 1742083200, ""price"": {""RUB"": 369725}}, {""dt"": 1742688000, ""price"": {""RUB"": 336600}}, {""dt"": 1743292800, ""price"": {""RUB"": 343500}}, {""dt"": 1743897600, ""price"": {""RUB"": 357700}}, {""dt"": 1744502400, ""price"": {""RUB"": 377067}}, {""dt"": 1745107200, ""price"": {""RUB"": 394867}}]"
/ Платье летнее одежда 100% лен,165535981,6 321 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 710425}}, {""dt"": 1739059200, ""price"": {""RUB"": 720594}}, {""dt"": 1739664000, ""price"": {""RUB"": 763483}}, {""dt"": 1740268800, ""price"": {""RUB"": 769900}}, {""dt"": 1740873600, ""price"": {""RUB"": 753952}}, {""dt"": 1741478400, ""price"": {""RUB"": 733797}}, {""dt"": 1742083200, ""price"": {""RUB"": 753429}}, {""dt"": 1742688000, ""price"": {""RUB"": 703350}}, {""dt"": 1743292800, ""price"": {""RUB"": 667842}}, {""dt"": 1743897600, ""price"": {""RUB"": 662340}}, {""dt"": 1744502400, ""price"": {""RUB"": 653150}}, {""dt"": 1745107200, ""price"": {""RUB"": 649463}}]"
/ Лонгслив оверсайз прозрачный кофта сетка,244361165,1 930 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 169665}}, {""dt"": 1739059200, ""price"": {""RUB"": 166736}}, {""dt"": 1739664000, ""price"": {""RUB"": 160727}}, {""dt"": 1740268800, ""price"": {""RUB"": 171779}}, {""dt"": 1740873600, ""price"": {""RUB"": 182467}}, {""dt"": 1741478400, ""price"": {""RUB"": 195950}}, {""dt"": 1742083200, ""price"": {""RUB"": 200348}}, {""dt"": 1742688000, ""price"": {""RUB"": 200980}}, {""dt"": 1743292800, ""price"": {""RUB"": 198262}}, {""dt"": 1743897600, ""price"": {""RUB"": 197875}}, {""dt"": 1744502400, ""price"": {""RUB"": 194959}}, {""dt"": 1745107200, ""price"": {""RUB"": 195095}}]"
/ Брюки укороченные зауженные,217670832,3 448 ₽,"[{""dt"": 1738454400, ""price"": {""RUB"": 395000}}, {""dt"": 1741478400, ""price"": {""RUB"": 331667}}, {""dt"": 1742083200, ""price"": {""RUB"": 331948}}, {""dt"": 1742688000, ""price"": {""RUB"": 293167}}, {""dt"": 1743292800, ""price"": {""RUB"": 359905}}, {""dt"": 1743897600, ""price"": {""RUB"": 354700}}, {""dt"": 1744502400, ""price"": {""RUB"": 368900}}, {""dt"": 1745107200, ""price"": {""RUB"": 382200}}]"
